,datetime,open,high,low,close,volume,volumeCcy
0,2022-02-26 13:45:00,39123.2,39205.6,39037.5,39091.9,22.75336854,890100.81997767
1,2022-02-26 13:30:00,39102.2,39155.9,39086.6,39123.2,15.31574751,599069.61960959
2,2022-02-26 13:15:00,39160,39184.8,39093.3,39115.2,86.92599486,3404216.84478207
3,2022-02-26 13:00:00,38982,39142.5,38922.9,39142.5,111.39691601,4352300.05771883
4,2022-02-26 12:45:00,38915.6,38990,38870,38988.9,54.57706581,2126912.45440918
5,2022-02-26 12:30:00,38803.9,38933.3,38795.4,38889.3,10.81967045,420482.0582693
6,2022-02-26 12:15:00,38968,39021.7,38817.5,38817.5,72.47672316,2826224.48829138
7,2022-02-26 12:00:00,38922.8,38969,38848,38958.6,8.77733622,341433.20269521
8,2022-02-26 11:45:00,39002,39100,38877.9,38934.3,42.95208593,1676088.44106996
9,2022-02-26 11:30:00,39000,39034.6,38909.5,39006.1,36.64481259,1426178.16889718
10,2022-02-26 11:15:00,38854.9,38980,38813.3,38958.6,68.27379597,2652697.9648496
11,2022-02-26 11:00:00,39008.2,39162.5,38875,38886.3,190.32284013,7428957.07008753
12,2022-02-26 10:45:00,38940,39053.5,38928.8,39031.4,44.20247934,1721117.73426977
13,2022-02-26 10:30:00,38985.8,39000.5,38899.4,38918,12.61914565,491745.05231626
14,2022-02-26 10:15:00,38924.8,39010,38881,38955.2,30.82384717,1199422.84584267
15,2022-02-26 10:00:00,38792,39020,38792,38922.6,94.48020976,3681353.8565014
16,2022-02-26 09:45:00,38878.8,38910,38700,38771.3,28.93136577,1124224.68092277
17,2022-02-26 09:30:00,38801.9,38879,38780.3,38879,15.60528689,605955.25219789
18,2022-02-26 09:15:00,38668.2,38891.7,38668,38826.5,95.78182091,3708329.56061944
19,2022-02-26 09:00:00,38751.5,38844.3,38618.3,38618.3,65.8037927,2549997.01997354
20,2022-02-26 08:45:00,39089.5,39089.5,38682,38767.8,40.39416769,1569780.3442119
21,2022-02-26 08:30:00,39322.8,39335,39066,39089.5,31.38281337,1231858.62607163
22,2022-02-26 08:15:00,39262,39476,39262,39347.1,266.60902937,10498395.94627067
23,2022-02-26 08:00:00,39192,39280,39167,39276.5,89.37290313,3507519.63194164
24,2022-02-26 07:45:00,39117.2,39208.5,39106.2,39175.9,77.78555456,3043786.73682527
25,2022-02-26 07:30:00,39119.3,39134.6,39046.6,39117.2,14.55224181,569043.6415944
26,2022-02-26 07:15:00,38999.5,39153.5,38980,39119.7,18.69353371,729654.88676512
27,2022-02-26 07:00:00,39138.7,39162,38999.5,38999.5,49.01780597,1917389.35953643
28,2022-02-26 06:45:00,39208,39208.3,39099.3,39121.1,13.54267225,530297.05695257
29,2022-02-26 06:30:00,39134.7,39219.6,39099.3,39205.1,77.18545561,3020781.75635617
30,2022-02-26 06:15:00,39100,39189.8,39023.9,39136,70.86272657,2766672.18561656
31,2022-02-26 06:00:00,39022,39119.2,39022,39090,7.68086344,300132.83633669
32,2022-02-26 05:45:00,39100,39118,38975,39022,17.10213627,668139.80156107
