,datetime,open,high,low,close,volume,volumeCcy
24,2022-02-26 08:15:00,14.475,14.576,14.47,14.49,303365.448339,4410207.576677
25,2022-02-26 08:00:00,14.487,14.498,14.435,14.492,150302.430575,2173470.716803
26,2022-02-26 07:45:00,14.372,14.476,14.345,14.476,195192.451914,2813881.326758
27,2022-02-26 07:30:00,14.346,14.395,14.31,14.37,90919.489138,1305016.633352
28,2022-02-26 07:15:00,14.233,14.353,14.233,14.346,195856.839002,2802983.928668
29,2022-02-26 07:00:00,14.387,14.417,14.233,14.243,312825.349048,4470253.417454
30,2022-02-26 06:45:00,14.427,14.434,14.374,14.38,90456.982628,1303065.367752
31,2022-02-26 06:30:00,14.39,14.445,14.374,14.432,117410.536418,1691797.311927
32,2022-02-26 06:15:00,14.373,14.426,14.327,14.393,121642.502028,1749130.663231
33,2022-02-26 06:00:00,14.358,14.416,14.358,14.385,116031.506386,1670033.640878
34,2022-02-26 05:45:00,14.371,14.445,14.344,14.367,283098.197973,4070623.637664
35,2022-02-26 05:30:00,14.487,14.499,14.346,14.371,180953.96421,2606953.266402
36,2022-02-26 05:15:00,14.558,14.572,14.434,14.492,272959.145091,3949771.827096
37,2022-02-26 05:00:00,14.572,14.583,14.533,14.556,55456.097602,807196.677259
38,2022-02-26 04:45:00,14.545,14.615,14.536,14.563,114763.701318,1672355.836184
39,2022-02-26 04:30:00,14.54,14.576,14.536,14.549,55665.724059,810036.135231
40,2022-02-26 04:15:00,14.515,14.58,14.495,14.54,134536.317807,1956985.843191
41,2022-02-26 04:00:00,14.525,14.569,14.525,14.547,106479.430607,1548776.509886
42,2022-02-26 03:45:00,14.536,14.562,14.516,14.548,74503.66272,1083276.062574
43,2022-02-26 03:30:00,14.516,14.549,14.469,14.54,237458.959097,3445630.915227
44,2022-02-26 03:15:00,14.507,14.548,14.49,14.515,350366.387542,5083481.576962
45,2022-02-26 03:00:00,14.597,14.612,14.504,14.507,94584.423115,1376250.89154
46,2022-02-26 02:45:00,14.59,14.636,14.561,14.59,86273.903863,1259322.755958
47,2022-02-26 02:30:00,14.598,14.612,14.529,14.578,115770.224848,1687281.655919
48,2022-02-26 02:15:00,14.586,14.611,14.551,14.598,221237.95461,3227240.257249
49,2022-02-26 02:00:00,14.754,14.754,14.483,14.598,550455.639092,8049710.984335
50,2022-02-26 01:45:00,14.675,14.753,14.675,14.753,135821.530146,1999990.75931
51,2022-02-26 01:30:00,14.697,14.748,14.677,14.687,136160.95543,2003329.624297
52,2022-02-26 01:15:00,14.727,14.783,14.704,14.705,231837.113792,3417795.971162
53,2022-02-26 01:00:00,14.751,14.826,14.68,14.731,342696.257904,5056949.166996
54,2022-02-26 00:45:00,14.833,14.833,14.745,14.749,481915.307993,7132083.608064
55,2022-02-26 00:30:00,14.404,15,14.377,14.85,1692768.866125,24990972.876477
56,2022-02-26 00:15:00,14.301,14.405,14.285,14.384,148955.890367,2138361.273124
57,2022-02-26 00:00:00,14.367,14.434,14.299,14.317,185175.522757,2662079.35736
58,2022-02-25 23:45:00,14.336,14.386,14.289,14.36,720965.269075,10331378.007654
59,2022-02-25 23:30:00,14.412,14.481,14.315,14.327,241080.825524,3476686.406996
60,2022-02-25 23:15:00,14.295,14.426,14.289,14.413,221172.359949,3178338.366338
61,2022-02-25 23:00:00,14.414,14.483,14.299,14.343,312506.422814,4502726.221317
62,2022-02-25 22:45:00,14.286,14.478,14.286,14.469,321697.910054,4629180.062982
63,2022-02-25 22:30:00,14.102,14.299,14.101,14.272,85156.641477,1209946.664113
64,2022-02-25 22:15:00,14.112,14.135,14.075,14.102,17796.721102,250862.812424
65,2022-02-25 22:00:00,14.141,14.141,14.071,14.116,211904.24028,2984487.648887
66,2022-02-25 21:45:00,14.094,14.16,14.083,14.132,124118.289336,1751858.235514
67,2022-02-25 21:30:00,14.099,14.138,14.076,14.097,123716.215529,1744187.055212
68,2022-02-25 21:15:00,14.06,14.103,14.053,14.103,89221.29322,1255434.496205
69,2022-02-25 21:00:00,13.999,14.073,13.938,14.072,179946.462001,2521214.503948
70,2022-02-25 20:45:00,13.88,14.026,13.88,14.006,202224.889513,2827466.897442
71,2022-02-25 20:30:00,13.806,13.891,13.768,13.867,175115.154968,2421650.760956
72,2022-02-25 20:15:00,13.849,13.923,13.804,13.819,152778.286877,2118354.223637
73,2022-02-25 20:00:00,13.756,13.843,13.719,13.838,375115.258298,5166348.166865
74,2022-02-25 19:45:00,13.832,13.866,13.758,13.764,153751.882425,2123707.015593
75,2022-02-25 19:30:00,13.924,13.935,13.798,13.824,109616.958981,1518738.98728
76,2022-02-25 19:15:00,13.885,13.979,13.884,13.921,243939.246428,3397447.89895
77,2022-02-25 19:00:00,13.849,13.919,13.791,13.884,212453.602982,2944458.805008
78,2022-02-25 18:45:00,13.889,13.907,13.828,13.852,144883.984047,2008744.255142
79,2022-02-25 18:30:00,13.912,13.951,13.895,13.919,175670.621648,2445609.287334
80,2022-02-25 18:15:00,13.807,13.94,13.807,13.909,223806.648368,3111173.037828
81,2022-02-25 18:00:00,13.92,13.954,13.778,13.838,309360.16217,4283123.632201
82,2022-02-25 17:45:00,14.004,14.014,13.897,13.925,101516.100272,1414485.960932
83,2022-02-25 17:30:00,14.012,14.022,13.954,14.008,151562.268988,2119798.747212
84,2022-02-25 17:15:00,13.925,14.018,13.876,14.017,334905.291873,4669494.24634
85,2022-02-25 17:00:00,14.034,14.049,13.896,13.925,218853.618794,3055835.387216
86,2022-02-25 16:45:00,13.928,14.046,13.928,14.041,356190.234089,4976589.297866
87,2022-02-25 16:30:00,13.919,13.99,13.873,13.924,244253.905605,3406855.062619
88,2022-02-25 16:15:00,14.056,14.093,13.914,13.915,342981.673692,4800350.222821
89,2022-02-25 16:00:00,14.063,14.153,14.042,14.059,482733.052729,6800958.259652
90,2022-02-25 15:45:00,13.876,14.096,13.876,14.061,540478.366772,7566514.015965
91,2022-02-25 15:30:00,13.864,13.882,13.784,13.876,261308.018055,3615388.544788
92,2022-02-25 15:15:00,13.721,13.885,13.721,13.871,574853.10899,7954079.355609
93,2022-02-25 15:00:00,13.739,13.778,13.61,13.718,776411.148746,10619630.746528
94,2022-02-25 14:45:00,13.8,13.9,13.721,13.727,245863.784429,3402088.846257
95,2022-02-25 14:30:00,13.844,14,13.787,13.788,827457.998312,11509036.978416
96,2022-02-25 14:15:00,13.815,13.884,13.763,13.884,209243.890853,2890386.498979
97,2022-02-25 14:00:00,13.848,13.857,13.747,13.833,243297.082602,3355905.780176
98,2022-02-25 13:45:00,13.947,13.96,13.804,13.851,317285.777261,4405833.592971
99,2022-02-25 13:30:00,13.837,14.014,13.837,13.955,393276.566611,5482585.529708
100,2022-02-25 13:15:00,13.866,13.91,13.815,13.859,236288.853994,3275348.050031
101,2022-02-25 13:00:00,13.881,13.926,13.799,13.874,305293.808513,4232712.926648
102,2022-02-25 12:45:00,13.691,13.915,13.646,13.871,1399217.690437,19309851.469065
103,2022-02-25 12:30:00,13.655,13.712,13.645,13.692,202144.767731,2764340.471671
104,2022-02-25 12:15:00,13.768,13.821,13.636,13.666,299424.091128,4110592.640568
105,2022-02-25 12:00:00,13.618,13.77,13.618,13.766,592078.416904,8126435.679339
106,2022-02-25 11:45:00,13.531,13.65,13.522,13.627,363599.4008,4931734.38137
107,2022-02-25 11:30:00,13.461,13.601,13.461,13.524,338352.82151,4579085.000518
108,2022-02-25 11:15:00,13.388,13.497,13.368,13.459,159036.765048,2137188.0537
109,2022-02-25 11:00:00,13.426,13.426,13.33,13.39,170740.00466,2281812.226054
110,2022-02-25 10:45:00,13.406,13.457,13.38,13.444,130701.980514,1754515.450956
111,2022-02-25 10:30:00,13.512,13.535,13.412,13.417,111040.91504,1495521.466228
112,2022-02-25 10:15:00,13.448,13.514,13.406,13.514,196052.986982,2639886.618468
113,2022-02-25 10:00:00,13.549,13.582,13.421,13.481,257285.348864,3470432.614462
114,2022-02-25 09:45:00,13.369,13.582,13.369,13.546,403124.731965,5427843.375059
115,2022-02-25 09:30:00,13.163,13.412,13.163,13.383,390960.642194,5204469.13259
116,2022-02-25 09:15:00,13.274,13.36,13.166,13.177,232202.03004,3082929.687709
117,2022-02-25 09:00:00,13.355,13.385,13.256,13.275,193717.941464,2579000.273302
118,2022-02-25 08:45:00,13.284,13.39,13.284,13.355,247906.983437,3307814.565712
119,2022-02-25 08:30:00,13.342,13.358,13.286,13.325,143506.518916,1912146.687396
120,2022-02-25 08:15:00,13.253,13.342,13.239,13.333,300566.586947,3991646.380155
121,2022-02-25 08:00:00,13.373,13.417,13.22,13.241,269360.152324,3592138.793156
122,2022-02-25 07:45:00,13.389,13.441,13.331,13.378,234753.403053,3143664.562087
123,2022-02-25 07:30:00,13.398,13.416,13.347,13.401,157406.390748,2106813.509446
124,2022-02-25 07:15:00,13.327,13.4,13.264,13.397,205764.530631,2742610.082846
125,2022-02-25 07:00:00,13.321,13.391,13.29,13.33,594074.41633,7919102.934098
126,2022-02-25 06:45:00,13.275,13.344,13.273,13.339,107962.939509,1436751.332349
127,2022-02-25 06:30:00,13.296,13.327,13.237,13.291,219437.598138,2916642.47402
128,2022-02-25 06:15:00,13.315,13.37,13.284,13.291,189958.818752,2532799.634643
129,2022-02-25 06:00:00,13.213,13.344,13.171,13.344,233963.537823,3099878.909046
130,2022-02-25 05:45:00,13.258,13.287,13.199,13.219,135131.669858,1789286.415373
131,2022-02-25 05:30:00,13.214,13.273,13.205,13.256,179728.092535,2380751.606898
132,2022-02-25 05:15:00,13.089,13.278,13.089,13.211,226115.143094,2985459.06379
133,2022-02-25 05:00:00,13.271,13.323,13.081,13.086,210226.099951,2769746.918845
134,2022-02-25 04:45:00,13.251,13.335,13.249,13.301,135791.461854,1804305.536642
135,2022-02-25 04:30:00,13.329,13.337,13.214,13.258,144751.274002,1919531.310747
136,2022-02-25 04:15:00,13.321,13.34,13.274,13.332,108469.920774,1443034.573941
137,2022-02-25 04:00:00,13.34,13.385,13.297,13.32,145259.521851,1936614.102303
138,2022-02-25 03:45:00,13.338,13.384,13.321,13.361,456433.3344,6092141.546836
139,2022-02-25 03:30:00,13.216,13.341,13.208,13.334,281352.864802,3733411.660186
140,2022-02-25 03:15:00,13.297,13.297,13.202,13.214,185282.699795,2452831.593322
141,2022-02-25 03:00:00,13.376,13.384,13.308,13.318,148226.570614,1978792.227597
142,2022-02-25 02:45:00,13.358,13.459,13.358,13.4,215217.003235,2885983.133631
143,2022-02-25 02:30:00,13.42,13.436,13.349,13.396,187867.153971,2514520.097671
144,2022-02-25 02:15:00,13.296,13.422,13.283,13.42,244662.066697,3268062.568357
145,2022-02-25 02:00:00,13.339,13.381,13.29,13.312,325824.175641,4344133.943559
146,2022-02-25 01:45:00,13.317,13.367,13.258,13.358,238776.226745,3178878.480626
147,2022-02-25 01:30:00,13.415,13.448,13.295,13.341,208807.17212,2788765.95439
148,2022-02-25 01:15:00,13.279,13.506,13.279,13.412,447384.458242,5987349.462193
149,2022-02-25 01:00:00,13.144,13.318,13.136,13.297,422823.843965,5595536.559649
150,2022-02-25 00:45:00,13.233,13.281,13.124,13.147,277639.76723,3664344.84448
151,2022-02-25 00:30:00,13.428,13.43,13.233,13.247,214025.419367,2856315.538966
152,2022-02-25 00:15:00,13.406,13.452,13.288,13.441,399509.412277,5337140.248766
153,2022-02-25 00:00:00,13.273,13.444,13.206,13.406,882498.633292,11730545.20829
154,2022-02-24 23:45:00,13.232,13.321,13.232,13.27,226491.686825,3004824.221406
155,2022-02-24 23:30:00,13.209,13.248,13.146,13.221,211316.656937,2788341.620918
156,2022-02-24 23:15:00,13.233,13.255,13.156,13.195,223634.488777,2949840.170217
157,2022-02-24 23:00:00,13.033,13.224,13.033,13.211,222782.477957,2926189.894386
158,2022-02-24 22:45:00,13.099,13.166,12.986,13.028,232445.366224,3040948.993089
159,2022-02-24 22:30:00,13.315,13.316,13.016,13.085,103408.52827,1354815.626021
160,2022-02-24 22:15:00,13.395,13.415,13.35,13.35,136868.889586,1832510.967514
161,2022-02-24 22:00:00,13.367,13.412,13.311,13.395,244240.437615,3262615.586458
162,2022-02-24 21:45:00,13.343,13.428,13.266,13.364,244946.494573,3272563.179099
163,2022-02-24 21:30:00,13.358,13.368,13.239,13.342,257452.600096,3427018.575731
164,2022-02-24 21:15:00,13.433,13.44,13.315,13.355,256413.550484,3427702.529996
165,2022-02-24 21:00:00,13.444,13.479,13.289,13.458,418755.817782,5600545.677843
166,2022-02-24 20:45:00,13.296,13.483,13.285,13.464,722432.538564,9680900.950126
167,2022-02-24 20:30:00,13.4,13.527,13.266,13.294,476686.917175,6398802.455683
168,2022-02-24 20:15:00,13.656,13.937,13.393,13.395,1027353.429523,14075127.877125
169,2022-02-24 20:00:00,13.088,13.69,13.082,13.666,1271863.318533,17047562.443513
170,2022-02-24 19:45:00,12.992,13.099,12.909,13.089,532181.745775,6917198.579293
171,2022-02-24 19:30:00,12.764,13.016,12.764,13.016,824917.734168,10650059.947676
172,2022-02-24 19:15:00,12.743,12.783,12.665,12.769,429206.351041,5466810.746219
173,2022-02-24 19:00:00,12.679,12.771,12.633,12.74,493310.12625,6260601.318097
174,2022-02-24 18:45:00,12.501,12.86,12.475,12.678,898384.052711,11406358.776346
175,2022-02-24 18:30:00,12.31,12.563,12.31,12.514,318059.820558,3955759.601356
176,2022-02-24 18:15:00,12.41,12.419,12.298,12.31,189292.059911,2336290.561128
177,2022-02-24 18:00:00,12.291,12.406,12.291,12.394,280109.191052,3463156.149568
178,2022-02-24 17:45:00,12.259,12.401,12.228,12.323,307743.990062,3786749.488895
179,2022-02-24 17:30:00,12.243,12.333,12.206,12.257,382579.348675,4694249.484704
180,2022-02-24 17:15:00,12.227,12.274,12.168,12.245,301677.861362,3688137.426061
181,2022-02-24 17:00:00,12.375,12.385,12.229,12.233,267818.491848,3297003.171886
182,2022-02-24 16:45:00,12.255,12.397,12.192,12.373,424993.668434,5231677.625935
183,2022-02-24 16:30:00,12.363,12.427,12.22,12.257,442068.101756,5443280.188655
184,2022-02-24 16:15:00,12.479,12.567,12.375,12.375,373221.528621,4653916.278587
185,2022-02-24 16:00:00,12.318,12.513,12.312,12.496,593089.633716,7370322.565824
186,2022-02-24 15:45:00,12.173,12.367,12.171,12.326,650366.143365,7978708.374751
187,2022-02-24 15:30:00,12.123,12.284,12.104,12.175,541076.568023,6593931.595431
188,2022-02-24 15:15:00,12.21,12.341,12.112,12.137,635850.32597,7768984.463868
189,2022-02-24 15:00:00,12.075,12.23,11.941,12.224,721035.20669,8713915.251442
190,2022-02-24 14:45:00,11.835,12.119,11.829,12.077,803826.682818,9667937.752242
191,2022-02-24 14:30:00,11.817,12.094,11.801,11.842,1573391.094742,18814544.895123
192,2022-02-24 14:15:00,11.892,11.901,11.797,11.811,238652.949393,2825975.457952
193,2022-02-24 14:00:00,11.875,11.956,11.839,11.9,394213.967546,4691994.896447
194,2022-02-24 13:45:00,11.928,11.974,11.868,11.893,347707.28589,4145221.187442
195,2022-02-24 13:30:00,11.862,11.965,11.862,11.933,439231.649225,5235295.686938
196,2022-02-24 13:15:00,11.731,11.966,11.663,11.876,489039.946668,5763675.240376
197,2022-02-24 13:00:00,11.691,11.732,11.618,11.732,420826.105875,4914396.119203
198,2022-02-24 12:45:00,11.681,11.763,11.66,11.679,294227.962939,3442937.726868
199,2022-02-24 12:30:00,11.65,11.695,11.574,11.681,372238.499682,4331302.930725
200,2022-02-24 12:15:00,11.717,11.793,11.653,11.661,466210.350897,5477646.52839
201,2022-02-24 12:00:00,11.808,11.808,11.673,11.742,266775.895163,3129049.941585
202,2022-02-24 11:45:00,11.81,11.858,11.742,11.825,365317.94487,4309857.415202
203,2022-02-24 11:30:00,11.614,11.834,11.57,11.834,482166.264709,5637807.954472
204,2022-02-24 11:15:00,11.693,11.733,11.625,11.625,281669.94227,3290601.439722
205,2022-02-24 11:00:00,11.751,11.799,11.671,11.75,378455.347337,4433348.956418
206,2022-02-24 10:45:00,11.766,11.812,11.709,11.784,252932.413648,2977912.84349
207,2022-02-24 10:30:00,11.61,11.797,11.594,11.787,532019.633743,6225432.853525
208,2022-02-24 10:15:00,11.707,11.742,11.556,11.609,353636.898475,4113520.39232
209,2022-02-24 10:00:00,11.772,11.835,11.683,11.742,500725.17322,5887109.791909
210,2022-02-24 09:45:00,11.786,11.833,11.756,11.766,165286.707402,1950028.181295
211,2022-02-24 09:30:00,11.955,11.955,11.766,11.779,156520.071337,1859440.624398
212,2022-02-24 09:15:00,11.92,12,11.92,11.99,75758.831346,906769.148324
213,2022-02-24 09:00:00,11.862,11.951,11.792,11.924,291340.951354,3460429.481586
214,2022-02-24 08:45:00,11.749,11.905,11.726,11.863,449593.194907,5321542.455199
215,2022-02-24 08:30:00,11.868,11.921,11.728,11.754,351963.362066,4157616.883927
216,2022-02-24 08:15:00,12.006,12.014,11.842,11.883,18559695.962133,221084305.095876
217,2022-02-24 08:00:00,11.793,12.035,11.732,12.003,10547980.905859,126071389.046669
218,2022-02-24 07:45:00,11.719,11.93,11.719,11.792,18512763.231823,218702751.240412
219,2022-02-24 07:30:00,11.529,11.752,11.42,11.752,654500.962947,7568604.140068
220,2022-02-24 07:15:00,11.594,11.619,11.531,11.533,284312.696505,3291640.184406
221,2022-02-24 07:00:00,11.754,11.818,11.551,11.585,368042.067827,4302013.874012
222,2022-02-24 06:45:00,11.734,11.822,11.706,11.765,354625.296468,4168789.362077
223,2022-02-24 06:30:00,11.769,11.78,11.625,11.733,303636.318202,3552168.720593
224,2022-02-24 06:15:00,11.815,11.925,11.746,11.764,229893.482259,2720347.052702
225,2022-02-24 06:00:00,11.763,11.942,11.746,11.87,634511.067734,7538426.427587
226,2022-02-24 05:45:00,11.623,11.86,11.559,11.762,20379416.713459,237575954.19756
227,2022-02-24 05:30:00,11.91,11.95,11.582,11.638,10657732.374334,124061461.10659
228,2022-02-24 05:15:00,12.125,12.204,11.918,11.918,284527.644383,3444684.202935
229,2022-02-24 05:00:00,12.336,12.347,12.145,12.159,292372.249448,3567287.318225
230,2022-02-24 04:45:00,12.286,12.351,12.223,12.351,21550732.81898,264653238.249201
231,2022-02-24 04:30:00,12.223,12.346,12.146,12.298,22481280.789329,275299421.843084
232,2022-02-24 04:15:00,12.258,12.309,12.129,12.22,31215094.588609,381721327.979011
233,2022-02-24 04:00:00,12.341,12.441,12.218,12.255,34521600.844612,424873338.693934
234,2022-02-24 03:45:00,12.432,12.537,12.214,12.336,28232808.555963,349636881.916963
235,2022-02-24 03:30:00,12.558,12.665,12.412,12.432,23478408.486167,294029798.188972
236,2022-02-24 03:15:00,12.821,12.874,12.561,12.577,29090253.295052,370845386.50385
237,2022-02-24 03:00:00,13.042,13.042,12.678,12.825,28359826.830158,364887697.985551
238,2022-02-24 02:45:00,13.342,13.378,13.052,13.052,398455.279497,5268262.90614
239,2022-02-24 02:30:00,13.358,13.375,13.302,13.352,128537.619685,1714333.091446
240,2022-02-24 02:15:00,13.382,13.425,13.367,13.372,136419.940391,1827708.084365
241,2022-02-24 02:00:00,13.408,13.417,13.347,13.383,131837.236473,1763188.809962
242,2022-02-24 01:45:00,13.387,13.446,13.377,13.398,167534.815518,2245707.607603
243,2022-02-24 01:30:00,13.227,13.381,13.227,13.377,174755.892633,2324943.737486
244,2022-02-24 01:15:00,13.315,13.316,13.215,13.24,160699.562642,2134502.982341
245,2022-02-24 01:00:00,13.247,13.351,13.247,13.327,224633.009784,2988190.79173
246,2022-02-24 00:45:00,13.273,13.309,13.23,13.276,187972.018429,2494434.028047
247,2022-02-24 00:30:00,13.373,13.375,13.234,13.272,369376.249182,4916845.305088
248,2022-02-24 00:15:00,13.419,13.436,13.356,13.384,160926.549188,2156071.778116
249,2022-02-24 00:00:00,13.339,13.455,13.267,13.447,657702.24031,8773127.090583
250,2022-02-23 23:45:00,13.421,13.434,13.308,13.339,143200.239719,1916766.546608
251,2022-02-23 23:30:00,13.421,13.459,13.374,13.457,161049.535179,2161170.221359
252,2022-02-23 23:15:00,13.38,13.474,13.347,13.433,297858.141556,3995778.550265
253,2022-02-23 23:00:00,13.641,13.673,13.382,13.382,153128.707059,2071935.129282
254,2022-02-23 22:45:00,13.566,13.662,13.566,13.662,71161.326987,968585.986647
255,2022-02-23 22:30:00,13.528,13.611,13.528,13.594,62303.968743,845501.333799
256,2022-02-23 22:15:00,13.512,13.525,13.447,13.525,136984.322784,1847702.257644
257,2022-02-23 22:00:00,13.617,13.663,13.49,13.507,168752.6751,2293187.320539
258,2022-02-23 21:45:00,13.635,13.685,13.608,13.612,98167.354391,1339474.372561
259,2022-02-23 21:30:00,13.713,13.713,13.591,13.624,86103.91338,1176055.848961
260,2022-02-23 21:15:00,13.769,13.803,13.732,13.751,70495.574192,970471.466199
261,2022-02-23 21:00:00,13.795,13.803,13.745,13.767,54673.029833,752893.460736
262,2022-02-23 20:45:00,13.795,13.814,13.771,13.799,138653.902518,1912155.786538
263,2022-02-23 20:30:00,13.814,13.862,13.767,13.784,152830.576155,2108945.512459
264,2022-02-23 20:15:00,13.729,13.842,13.712,13.828,172681.204138,2377767.164538
265,2022-02-23 20:00:00,13.789,13.789,13.653,13.699,139357.584695,1907543.171949
266,2022-02-23 19:45:00,13.767,13.822,13.766,13.814,185751.184732,2562761.457381
267,2022-02-23 19:30:00,13.907,13.917,13.745,13.767,150507.267523,2083210.03991
268,2022-02-23 19:15:00,13.974,13.987,13.897,13.905,186046.5199,2594488.07804
269,2022-02-23 19:00:00,13.904,13.991,13.866,13.986,254979.857589,3553419.632277
270,2022-02-23 18:45:00,13.957,14.056,13.91,13.926,219857.738397,3074928.216965
271,2022-02-23 18:30:00,13.92,13.954,13.865,13.952,165685.011307,2306421.550107
272,2022-02-23 18:15:00,13.949,14.042,13.924,13.926,246454.219264,3450053.665088
273,2022-02-23 18:00:00,14.118,14.182,13.949,13.955,217956.89917,3070263.424994
274,2022-02-23 17:45:00,14.34,14.342,14.118,14.138,229717.062628,3267930.958739
275,2022-02-23 17:30:00,14.487,14.487,14.314,14.342,168845.591858,2426246.879055
276,2022-02-23 17:15:00,14.508,14.654,14.484,14.493,223181.619166,3252219.201948
277,2022-02-23 17:00:00,14.44,14.505,14.389,14.505,204738.232205,2956287.707755
278,2022-02-23 16:45:00,14.407,14.486,14.366,14.439,151704.145651,2188727.12349
279,2022-02-23 16:30:00,14.2,14.428,14.2,14.417,200982.589643,2881202.944605
280,2022-02-23 16:15:00,14.079,14.224,14.079,14.213,177130.750776,2507835.126715
281,2022-02-23 16:00:00,14.169,14.224,14.061,14.085,310639.517244,4389672.216154
282,2022-02-23 15:45:00,14.192,14.215,14.164,14.18,142245.587658,2019064.146943
283,2022-02-23 15:30:00,14.207,14.262,14.199,14.201,139843.953716,1990471.894843
284,2022-02-23 15:15:00,14.251,14.267,14.198,14.21,152227.061908,2168110.771487
285,2022-02-23 15:00:00,14.28,14.286,14.185,14.284,218861.643837,3115763.692133
286,2022-02-23 14:45:00,14.479,14.504,14.291,14.293,138727.095135,1999785.975518
287,2022-02-23 14:30:00,14.424,14.497,14.395,14.478,220763.841361,3190712.342352
288,2022-02-23 14:15:00,14.364,14.438,14.364,14.425,101225.9121,1458563.78632
289,2022-02-23 14:00:00,14.44,14.473,14.348,14.367,125354.44295,1805379.349501
290,2022-02-23 13:45:00,14.473,14.48,14.407,14.454,97679.688122,1410690.037658
291,2022-02-23 13:30:00,14.483,14.485,14.439,14.47,86004.904765,1243696.905344
292,2022-02-23 13:15:00,14.576,14.589,14.472,14.488,112371.234625,1633127.178907
293,2022-02-23 13:00:00,14.547,14.6,14.525,14.572,98694.996137,1437358.457572
294,2022-02-23 12:45:00,14.557,14.602,14.512,14.556,133762.895027,1947284.570031
295,2022-02-23 12:30:00,14.482,14.567,14.47,14.56,141161.191151,2051341.46065
296,2022-02-23 12:15:00,14.445,14.488,14.437,14.469,68029.28195,984079.517521
297,2022-02-23 12:00:00,14.416,14.486,14.4,14.451,135925.818551,1962527.977143
298,2022-02-23 11:45:00,14.487,14.563,14.419,14.46,212911.79105,3081350.318445
299,2022-02-23 11:30:00,14.485,14.514,14.454,14.501,112781.733414,1633260.176262
